tp,fp_episodes,fn,event_precision,event_recall,event_f1,false_alarms_per_hour,median_latency_s,p90_latency_s,detected_falls,frame_precision,frame_recall,frame_f1,method
30.0,0.0,0.0,1.0,1.0,1.0,0.0,0.4505,0.8044,30.0,0.986784140969163,0.49777777777777776,0.6617429837518464,full_event_hgb
30.0,1.0,0.0,0.967741935483871,1.0,0.9836065573770492,11.10209922192788,0.434,0.7407000000000009,30.0,0.9978021978021978,0.5044444444444445,0.6701107011070111,full_event_extratrees
26.0,4.0,4.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,44.40839688771152,0.534,1.001,26.0,0.858085808580858,0.28888888888888886,0.4322527015793849,full_event_logistic
