severity,method,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,balanced_accuracy_mean,balanced_accuracy_std,false_alert_rate_mean,false_alert_rate_std
0.8,Naive Independence,0.8286700564980689,0.05575774261403759,0.8040865026074735,0.08536344864533318,0.8591555372932949,0.030450744875832266,0.8716730554794377,0.023003401591125214,0.11580942633441937,0.029052433459412857
0.8,Mean Late Fusion,0.8124047641721452,0.058534680576206796,0.7579128607802618,0.08954323650997888,0.8829817837663659,0.04205789794072512,0.8624739361197836,0.021035209024346635,0.15803391152679866,0.035150630468576236
0.8,Product Agreement Fusion,0.7943663299548457,0.05838185809760818,0.786089553822067,0.10640052704239875,0.8154847524192977,0.06153708613639162,0.8453983631293946,0.023261879687172183,0.1246880261605086,0.04688507410605768
0.8,Min Agreement Fusion,0.7715237526161212,0.05930448372183629,0.7872455166564757,0.10898685342459301,0.7709759898847717,0.07635694478631737,0.8261735262620544,0.02558870876927385,0.11862893736066302,0.05045737969508247
0.8,Rule AND Tuned,0.7542676635598753,0.06465419830250857,0.8943849403728817,0.05929301884663518,0.6581517545209096,0.09184895645103001,0.8073287626687703,0.03962093724214267,0.04349422918336885,0.019882833044671987
0.8,Accelerometer Only,0.7183512526529736,0.05768067027223374,0.718696051516778,0.10104352437073624,0.7337087203152761,0.07954441074852404,0.7843660372558539,0.025627824675439878,0.16497664580356847,0.05397575107826729
1.0,Temporal Logistic Fusion,0.8616810314489319,0.04582782115582699,0.8779521589678427,0.08165156773259673,0.849736446269708,0.027539764746498475,0.8936669375220345,0.0176686853478239,0.06240257122563876,0.025973786131688194
1.0,Temporal HistGradientBoosting,0.8555270735237697,0.054097590455743805,0.8700529254178037,0.10241145521679262,0.8491868624578389,0.02957645765128494,0.8906201714763317,0.018718766081801494,0.06794651950517569,0.03979725710359522
1.0,Temporal Random Forest,0.8526976117344119,0.05931872883830363,0.873286054352824,0.10583126260113715,0.8397996337660795,0.028441964484184453,0.8873687550589334,0.023663529452893916,0.06506212364821273,0.040978033648314136
1.0,Temporal Extra Trees,0.8505446955368198,0.06057638892549912,0.8792844711942974,0.10750910017669608,0.8303976696807464,0.032156774609840226,0.8850991078906093,0.025384062710680003,0.060199453899527744,0.041221914309701894
1.0,Camera Only,0.8420273850794506,0.054876238200212084,0.8696623015047258,0.08987471424925672,0.8202762594680525,0.036495948412340835,0.877105876544886,0.02400347947279641,0.0660645063782807,0.02986170524853171
1.0,Calibrated Logistic Fusion,0.838765268060558,0.05746827876212352,0.8581789069757824,0.0934802983064636,0.8257811217451593,0.04191729074794974,0.8759288535754377,0.025162567357601653,0.07392341459428364,0.032659877324553124
1.0,Max OR Fusion,0.8257152682190482,0.04836785288050618,0.816271298035867,0.06276138987427346,0.8375681412666356,0.04856182249300437,0.8661732568010361,0.02532275834541638,0.1052216276645632,0.020075432794501136
1.0,Rule OR Tuned,0.8257152682190482,0.04836785288050618,0.816271298035867,0.06276138987427346,0.8375681412666356,0.04856182249300437,0.8661732568010361,0.02532275834541638,0.1052216276645632,0.020075432794501136
1.0,Naive Independence,0.8241125899094293,0.053152528813741495,0.7999787825168067,0.07535510840773083,0.8522517590424694,0.03471532551228623,0.8669729182443433,0.023347723412254724,0.11830592255378276,0.023773499093646146
1.0,Mean Late Fusion,0.8067293667194517,0.06077215399473923,0.7532629685800043,0.09073380238863155,0.876198486082178,0.04804345105219315,0.8574716861713437,0.023696889609701104,0.16125511373949059,0.03827003113928752
1.0,Product Agreement Fusion,0.7882876308738257,0.06037328275033823,0.7758007988068605,0.10738296130477323,0.8138379455267609,0.059032591749920774,0.8405200224677325,0.023540113645138142,0.1327979005912958,0.04889005393417849
1.0,Min Agreement Fusion,0.7671718069941905,0.06095710834850774,0.7774516652633476,0.10906869595391011,0.7716283338971672,0.07464312903582353,0.8230447094390897,0.025858242222936548,0.12553891501898803,0.05011366628317613
1.0,Rule AND Tuned,0.7487660949335767,0.06624690340397654,0.8835656359370747,0.06393333684270203,0.6562595908027149,0.09362751408400222,0.803914375750917,0.040078657421654056,0.04843083930088099,0.021464796991249036
1.0,Accelerometer Only,0.7097474767971914,0.059836418277501864,0.7012436408473532,0.09974293541254953,0.7335010618388111,0.07710191085412121,0.7774497948576709,0.0274418881816756,0.17860147212346938,0.05028719393145083
